State,District,Latitude,Longitude,Population,Male Literate,Female Literate,Scheduled Castes,Male Scheduled Castes,Female Scheduled Castes,Scheduled Tribes,Male Scheduled Tribes,Female Scheduled Tribes ,Workers,Male Workers,Female Workers,Main Workers,Marginal Workers,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other_Workers,Total Hindus,Total Muslims,Total Christians,Total Sikhs ,Total Buddhists,Total Jains,Others Religions,Religion Not Stated,LPG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Rural Households,Urban Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduation,Other Education,Households with Bicycle,Households with Car Jeep Van,Households with Radio Transistor,"Households with Scooter,Motorcycle,Moped","Households with Telephone,Mobile,Phone and Landline only","Households with Telephone,MobilePhone and Mobile only","Households with TV,Computer,Laptop,Telephone,mobile,phone and ScooterCar",Households with Television,"Households with Telephone,Mobile and Phone","Households with Telephone,Mobile and Phone",Total Religion,Literacy Rate,Sex Ratio
Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1262652,947398,688235,342111,346124,118928,59172,59756,1501772,990027,511745,900744,601028,2027259,284943,565448,56274,595107,3486059,13315,23975,590,174,170,76,4672,120191,405298,9049,41059,795476,219918,1015394,518072,767140,508511,297490,121151,97147,31266,369914,9066,47866,100866,14496,335644,15361,257515,368877,18737,3524359,100.0,98.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,228092,177787,104620,52580,52040,176758,88273,88485,247707,172018,75689,172069,75638,331798,40867,56809,15836,134195,553587,12783,10462,1441,80,70,67,1015,18950,81433,2498,7555,103224,73962,177186,69122,101541,103622,70928,32909,22010,7932,102328,3966,7135,32916,2216,59416,4526,57831,65742,4110,578490,100.0,95.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,484177,317859,286580,142133,144447,449456,221171,228285,751930,447290,304640,376757,375173,824939,144991,436733,18453,151753,1555367,4975,11160,796,175,1225,220,2951,17610,91171,1953,12622,456336,38412,494748,213426,225468,172905,94044,40383,27385,6840,226852,3547,36291,34156,3469,88061,2825,58571,95057,3527,1573918,100.0,100.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,233900,165886,115544,56987,58557,392820,190506,202314,355349,193515,161834,167112,188237,377761,79221,162932,11946,101250,580300,2138,148895,82,290,47,23,1335,6938,28736,768,6609,218446,24489,242935,108606,145604,108773,48856,21351,14962,2462,66979,1278,24424,11947,2556,31279,1182,19477,37068,3233,731775,100.0,104.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,579970,509295,309780,155531,154249,9484,4748,4736,466890,386382,80508,322265,144625,973471,149264,143864,16544,157218,1386792,50247,1423,169,62,52,24,1592,15879,173107,1628,11836,414749,23494,438243,218444,357621,298557,203472,76449,75926,12507,189402,2686,57287,37980,4759,162310,2095,96234,172218,5149,1438769,100.0,101.0
Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,957515,792421,297472,151528,145944,115051,59094,55957,792193,645880,146313,632625,159568,1459480,92662,116274,39471,543786,2147632,84060,12527,1264,475,476,434,4805,160277,349860,35701,75588,331834,356895,688729,276378,445785,436534,295099,177974,247498,66645,325139,33514,87424,165342,16692,271314,56193,253754,324544,36538,2246868,100.0,93.0
Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,340843,227247,196540,96789,99751,697583,337373,360210,693406,384053,309353,396460,296946,686241,207194,290626,14416,181170,1294151,8850,68550,518,219,491,3384,3484,39631,85766,3988,17294,381789,78339,460128,158847,158653,98266,60589,32257,29000,10200,112569,6922,36148,37192,4832,72881,6604,60021,87649,9936,1376163,0.0,103.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,147001,97705,138295,70052,68243,354614,171717,182897,310666,170495,140171,179030,131636,302526,151260,106353,7725,45328,600219,1871,10039,213,43,195,35,577,4738,24604,448,3908,167884,15839,183723,60913,64683,44962,19031,8487,5585,1202,62048,820,18860,10535,766,25105,578,16397,26853,982,612615,0.0,102.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,794171,575226,184682,92127,92555,1479576,730487,749089,1223534,697782,525752,548390,675144,1296204,238772,568755,113808,302199,2113079,33706,15008,661,162,109,351714,5299,29031,140189,2950,17999,689110,64479,753589,283489,390037,385216,214921,92060,72847,17415,418435,6279,74035,62502,6698,151621,4642,83167,166662,8343,2514439,100.0,101.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,392333,296029,136399,69813,66586,58691,29173,29518,343633,284591,59042,229076,114557,619156,83022,120129,17557,122925,955754,5278,383,107,33,24,12,1198,11159,124984,1163,8278,261646,26688,288334,174904,227102,177180,90089,36951,33148,5685,141578,2270,15421,24290,3710,81278,1529,50425,88288,3300,961591,100.0,92.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,610382,180903,118480,82159,40742,41417,206327,100469,105858,305438,168155,137283,151694,153744,304944,94692,149834,8641,52271,601092,4952,1778,724,76,905,22,833,6414,43976,757,4221,197258,11869,209127,64389,114394,73787,51886,19577,10131,4316,107595,1346,16882,12482,1254,36291,1029,21975,38600,1055,609549,0.0,102.0
Orissa,Puri,19.83509174603177,85.86698989898981,1698730,704857,587082,325133,164366,160767,6129,3240,2889,621676,498461,123215,450536,171140,1077054,172761,163942,25115,259858,1644905,46094,4239,193,243,94,302,2660,33331,201605,3416,16006,402014,72210,474224,251520,413605,364098,179086,84374,87000,15511,244309,4693,51221,57033,7427,161039,4984,118112,178144,9678,1696070,100.0,96.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,241959,165776,139514,68068,71446,541905,259040,282865,467122,258032,209090,227815,239307,500789,99265,248175,9959,109723,874445,4607,84916,219,249,123,44,3308,24924,61543,1553,9166,237343,49205,286548,84956,97387,73210,46001,21439,17681,6306,80566,2090,11774,19440,3016,48672,2465,42998,56834,5146,964603,0.0,105.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,393192,310499,191827,96511,95316,355261,177565,177696,505840,313161,192679,336854,168986,535259,86800,160798,59288,198954,964188,20120,50637,2506,310,86,1117,2135,33612,126498,5231,14521,220697,94798,315495,133005,185289,171876,108455,50705,45828,13071,176565,5946,18670,47662,4343,91751,8681,91058,104722,8628,1038964,100.0,98.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,750147,592175,191660,96465,95195,1062349,526856,535493,873227,584687,288540,535112,338115,1220210,184273,253327,26970,408657,1532352,71391,385011,5713,710,721,89986,7553,77581,223537,12787,35024,387911,230151,618062,208100,350349,335380,243386,120373,94710,36590,341323,14641,58867,102703,9691,191015,20964,164585,214427,13721,2085884,100.0,97.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,200222,79903,75013,35348,17206,18142,0,0,0,68301,53139,15162,58342,9959,131921,2372,13077,1327,51525,152638,28835,18391,46,63,54,14,181,28366,47880,1868,4870,35618,33715,69333,18943,32899,33458,29456,15930,18998,4877,27503,2550,18161,19793,2218,29352,3646,38869,38555,6985,200041,100.0,105.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,41816,16610,19860,144,77,67,0,0,0,11802,9093,2709,10404,1398,30014,43,82,69,11608,27940,12856,958,3,21,14,3,21,3632,7150,574,1484,0,12110,12110,2948,6043,7930,8773,5711,4475,978,868,858,3632,1747,777,2954,817,6488,6913,3182,41795,100.0,118.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,55626,19919,19355,8427,4100,4327,0,0,0,16760,14047,2713,15373,1387,38866,291,3324,146,12999,53537,1191,873,3,1,4,4,13,10399,12859,207,597,0,15519,15519,3804,10954,8806,8044,4101,3836,1315,6523,226,495,2571,286,7023,379,7393,7831,522,55613,100.0,104.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,2490656,932981,751789,770864,405977,364887,0,0,0,917856,735195,182661,787254,130602,1572800,124617,121599,41642,629998,690939,12502,54344,1716935,876,3152,1044,10864,279993,461231,29961,63864,275477,385476,660953,197944,313874,283819,328229,203656,142399,15879,286368,56185,71084,225063,26625,313792,49521,413460,379572,39155,2479792,100.0,89.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,1388525,488261,356607,450473,236936,213537,0,0,0,549986,432988,116998,452678,97308,838539,141535,128382,14938,265131,380569,16299,2474,984286,246,1266,559,2826,118427,255650,11284,32253,218159,137563,355722,117795,182796,145626,163928,96329,70240,16666,176384,36173,43415,106010,11356,174630,24238,204051,215302,29316,1385699,100.0,87.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,617508,215767,165518,240328,126567,113761,0,0,0,221555,185049,36506,190415,31140,395953,53230,54058,8225,106042,141363,3125,1227,469789,155,1109,103,637,62103,113549,4348,12276,99946,58917,158863,53734,89433,71178,75419,48360,29838,5790,82761,15528,16469,51638,5047,74148,9745,93053,95758,16563,616871,100.0,89.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,600163,238696,187337,192493,101882,90611,0,0,0,214783,182777,32006,192845,21938,385380,44245,21389,8048,141101,152851,16808,1698,427521,48,178,251,808,64037,113683,5138,14294,117559,57337,174896,51897,102257,83931,95073,59555,34990,4607,84834,18239,13863,63700,6773,75475,11551,98080,98401,16153,599355,100.0,87.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,2029074,707070,520441,855726,445461,410265,0,0,0,756695,596406,160289,618362,138333,1272379,191685,227971,14679,322360,906408,6844,19358,1090815,454,1143,278,3774,141899,349662,10042,31070,348522,153868,502390,196971,306838,226433,221806,147698,82448,25734,237901,37105,48714,148610,14135,241473,22046,277615,290671,35063,2025300,100.0,89.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,2298323,907660,727059,580576,304894,275682,0,0,0,757138,637652,119486,625778,131360,1541185,147912,100684,30903,477639,1074332,27667,176587,1002874,405,580,812,15066,244468,411216,14428,38445,420860,185488,606348,180897,315156,290618,372317,243539,104345,22107,280874,32484,49368,194705,50731,235958,26895,365644,336075,49386,2283257,100.0,90.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,1586625,637927,561772,557504,284322,273182,0,0,0,499822,412506,87316,411011,88811,1086803,89772,74362,15990,319698,1000743,23089,14968,538208,3476,2034,531,3576,201675,319930,13747,34328,422673,128592,551265,143871,256127,238975,301435,176013,93618,17427,227316,33720,62295,166862,24372,194786,27207,285904,278411,59253,1583049,100.0,96.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,2193590,882581,739956,854444,442124,412320,0,0,0,774472,639484,134988,689592,84880,1419118,85695,66664,29762,592351,1394329,30233,26016,718363,11385,4011,805,8448,299449,446200,39082,79134,330339,377791,708130,183441,333736,304652,339758,216646,162965,34576,286365,72374,132632,238203,32474,283455,65696,401189,395069,79140,2185142,100.0,92.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,815168,316254,260313,276707,143901,132806,0,0,0,284165,235562,48603,248208,35957,531003,55252,42387,9861,176665,336124,10190,5445,453692,6662,553,334,2168,110555,161206,9732,23145,165433,95770,261203,71698,127031,112774,128828,77442,48221,9501,107044,23561,37410,90508,10324,110664,18981,144945,145116,24128,813000,100.0,91.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,3498739,1428348,1131877,923358,487839,435519,0,0,0,1284822,1053600,231222,1138654,146168,2213917,140737,98646,71667,973772,1502403,77713,16517,1863408,2007,19620,1254,15817,488757,703624,58589,123400,395032,641789,1036821,277247,488129,443759,527568,318876,272280,44240,461137,120172,121375,360662,57191,433701,101595,604959,606726,115834,3482922,100.0,87.0
Punjab,Mansa,29.919547714285724,75.4304922857143,769751,244037,179523,258878,136311,122567,0,0,0,328512,230739,97773,247175,81337,441239,105963,90367,13442,118740,156539,10375,917,598443,123,1577,493,1284,39414,140099,2673,10085,145603,50786,196389,75708,106162,84553,85953,48663,27461,5658,90845,12805,13053,48117,5059,96462,6347,102314,111889,10368,768467,100.0,88.0
Punjab,Moga,30.756540067340065,75.1600845117845,995746,348549,279340,363417,192418,170999,0,0,0,359172,292379,66793,304880,54292,636574,91622,82397,18098,167055,158414,9388,3277,818921,178,436,365,4767,89445,183396,7897,21662,214295,74144,288439,98764,158812,116716,128693,85642,37417,11956,140084,26253,31170,85167,10114,123059,15888,152610,155841,22668,990979,100.0,89.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,901896,300401,224447,381554,200473,181081,0,0,0,335326,272699,62627,287205,48121,566570,86565,111014,5187,132560,254920,4333,1681,638625,240,744,433,920,76441,166585,4571,14077,149507,74650,224157,90240,137470,101852,104682,62612,36905,10666,109666,23185,27409,62205,5945,110506,10160,130482,135144,18693,900976,100.0,90.0
Punjab,Patiala,30.214540380693364,76.27505893949697,1895686,711052,555739,465359,244503,220856,0,0,0,660267,549661,110606,570391,89876,1235419,113182,89123,23647,434315,783306,40043,5683,1059944,245,1914,1410,3141,209192,352929,24274,55105,299279,218090,517369,173890,283837,239609,256826,157435,141947,27272,253101,57008,59162,193945,19894,241577,46072,308440,303548,42077,1892545,100.0,89.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,684627,278534,224197,180905,94334,86571,0,0,0,233676,186910,46766,194209,39467,450951,45640,21520,12321,154195,304481,14492,2094,361045,118,653,143,1601,67749,129123,6600,17542,148162,60537,208699,53005,107715,98135,116836,68794,38823,9388,95548,17248,18003,72313,9268,85617,13714,111937,114425,19540,683026,100.0,92.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,1655169,570413,431664,461609,244231,217378,0,0,0,568758,485129,83629,499792,68966,1086411,157191,91799,18578,301190,389410,179116,2406,1077438,268,3222,1038,2271,135280,305557,10736,30955,292156,156788,448944,163251,250833,197901,220210,130155,73636,18393,240629,35264,28532,146931,29806,166643,23004,244837,252535,56086,1652898,100.0,89.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,2583052,926268,600405,478027,243750,234277,63482,32408,31074,1053722,686149,367573,827181,226541,1529330,298856,145523,35602,573741,2201663,314159,10605,6799,417,45614,184,3611,171799,393498,13499,41732,409335,274919,684254,379043,394576,313680,200191,130608,172683,28138,187324,24509,93013,175460,14510,307831,29286,250461,363250,40909,2579441,100.0,95.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,3674179,1359829,822647,653036,342938,310098,289249,153397,135852,1708542,994171,714371,1179461,529081,1965637,898891,216772,34562,558317,3039279,547335,2696,64532,4384,13221,348,2384,123478,485723,9750,45770,782294,212967,995261,492781,492981,468628,324050,230415,222622,31390,242678,30207,108846,179435,18353,425909,22416,258862,477446,33184,3671795,100.0,89.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,1797485,513854,315489,80091,40639,39452,1372999,690476,682523,916574,482236,434338,542983,373591,880911,546569,199370,19818,150817,1701234,48834,22250,427,138,22613,109,1880,34189,120603,2324,15062,390437,39407,429844,240067,190259,137780,75011,50438,47094,8145,39865,5287,23743,45930,2982,96893,4888,48693,108760,8885,1795605,0.0,98.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,1222755,432607,260700,221184,114969,106215,276857,143094,133763,552583,329754,222829,359785,192798,670172,216538,185037,15258,135750,1133349,79984,1432,3066,84,2795,48,1997,32685,161310,1363,9491,249184,69804,318988,203489,194024,144190,76209,46847,49939,8057,61129,5741,22480,59954,4185,140980,3107,88344,150412,5247,1220758,100.0,93.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,2603751,783461,404861,436414,228431,207983,176257,92610,83647,1202482,696240,506242,741367,461115,1401269,754260,132696,30565,284961,2244882,321192,1157,450,157,34010,34,1869,39580,126494,2766,37730,542825,55980,598805,406804,352636,219932,101291,52272,39533,7328,47366,27009,69144,39804,7606,278070,5298,52926,299183,13507,2601882,0.0,90.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,2548462,943910,536959,557305,296293,261012,54090,28705,25385,1071154,647198,423956,694929,376225,1477308,500994,238894,25068,306198,2143046,371286,1576,23456,899,5758,18,2423,61113,288723,4179,26106,479437,129697,609134,363676,330336,314953,211938,147520,132571,23311,152915,10349,44465,99846,10763,278181,8429,160190,303255,14311,2546039,100.0,88.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,2408523,777582,478544,407947,206332,201615,229273,117026,112247,1148165,674589,473576,883329,264836,1260358,555168,163052,30149,399796,2224839,142427,1978,1468,183,35149,60,2419,93768,373644,6207,24014,530015,145865,675880,398993,338296,258990,141250,92785,106667,10928,212245,17508,52508,150972,11686,301587,13309,175393,341043,27770,2406104,100.0,97.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,2363937,782399,496402,493646,259532,234114,7779,4207,3572,986208,640572,345636,752768,233440,1377729,499223,103833,26244,356908,2073356,235741,1901,20072,285,30850,79,1653,108812,220793,7607,29531,335754,196179,531933,410155,333211,254335,143669,80296,101714,18577,97914,17113,73365,68379,9934,258313,15765,138480,287946,19699,2362284,100.0,91.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,1110906,371705,213339,210788,109333,101455,228549,119454,109095,526091,314806,211285,361070,165021,584815,250453,111388,11172,153078,1017688,66609,682,11059,144,13455,24,1245,33406,136969,1392,7705,239836,63452,303288,153500,159218,121104,63248,41227,41052,6460,86810,5787,26257,58255,4429,131153,3132,78692,143433,7851,1109661,100.0,92.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,1544338,514851,306974,250224,126748,123476,201546,101893,99653,802755,456632,346123,656904,145851,741583,453201,123469,15435,210650,1413163,97855,1274,1515,252,25843,136,4300,59190,268172,4941,16560,366780,88873,455653,245603,225700,170455,90889,58129,67155,10768,173375,11261,39709,103489,6835,199003,9661,119801,223599,17761,1540038,100.0,97.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,2039547,696729,452540,451721,235113,216608,11245,5903,5342,902829,541404,361425,628381,274448,1136718,572644,87983,16594,225608,1777879,249736,958,402,188,7104,127,3153,74197,231696,2577,15259,344897,148996,493893,336671,302022,237220,161520,100677,77282,13320,46531,9938,50369,27698,8872,239082,4720,131174,268431,20477,2036394,100.0,94.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,1634409,596935,341116,354337,185349,168988,433344,228554,204790,684495,398151,286344,506214,178281,949914,390960,76277,17185,200073,1582335,45488,439,296,94,3737,115,1905,35600,195277,1719,14539,361084,59610,420694,229035,235474,208537,135234,92559,90833,13764,84799,6664,35818,62106,4879,189893,3856,82113,202591,7819,1632504,100.0,91.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,1206516,435721,247377,245695,131875,113820,58594,31802,26792,523212,339110,184102,317617,205595,683304,229936,74342,12721,206213,1127520,72258,688,1356,92,2739,21,1842,24561,96086,1330,9504,214670,58626,273296,207566,172914,132964,77360,45590,37856,8194,80614,3614,16775,31120,4235,109488,2139,51423,117770,4047,1204674,100.0,85.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1388552,415820,265771,52267,26543,25724,983437,491631,491806,641515,346624,294891,216411,425104,747037,227849,184330,12514,216822,1340065,28662,830,240,226,16141,853,1535,26351,141275,1477,11742,322816,31547,354363,238847,175059,114245,60656,42887,39312,4834,18435,4385,15969,34909,2783,105158,3252,46510,115373,7432,1387017,0.0,99.0
